surface	normalized	reading	partOfSpeech	type	count	sources
監視	監視	カンシ	名詞,普通名詞,サ変可能	japanese	13	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:7; Tracker/Tracker.DebugHost/README.md:6
機能	機能	キノウ	名詞,普通名詞,サ変可能	japanese	13	Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/DebugHost/debug-host-maintainability-design.md:2; README.md:1; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/phases-status.md:1; Tracker/Design/tasks-status.md:1; Tracker/Tracker.DebugHost/README.md:1; feedback-points/feedback-points.md:1; tools/lint/README.md:1
計算	計算	ケイサン	名詞,普通名詞,サ変可能	japanese	13	Tracker/Design/Core/tracker-architecture-plan.md:6; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:4; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Tracker.DebugHost/README.md:1
初回	初回	ショカイ	名詞,普通名詞,一般	japanese	13	Tracker/Design/tasks-status.md:8; Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Design/phases-status.md:1; tools/lint/README.md:1
推定	推定	スイテイ	名詞,普通名詞,サ変可能	japanese	13	Tracker/Design/Core/tracker-architecture-plan.md:11; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Tracker.DebugHost/README.md:1
代表	代表	ダイヒョウ	名詞,普通名詞,サ変可能	japanese	13	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:7; Tracker/Design/Core/tracker-architecture-plan.md:4; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Tracker.DebugHost/README.md:1
適用	適用	テキヨウ	名詞,普通名詞,サ変可能	japanese	13	Tracker/Design/Core/tracker-architecture-plan.md:9; Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Tracker.CaptureReplay/README.md:1
同時	同時	ドウジ	名詞,普通名詞,一般	japanese	13	Tracker/Design/Archive/DebugHost/tasks-status.md:4; Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Tracker.DebugHost/README.md:3; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
独立	独立	ドクリツ	名詞,普通名詞,サ変形状詞可能	japanese	13	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:6; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:5; Tracker/Design/Core/tracker-architecture-plan.md:2
倍速	倍速	バイソク	名詞,普通名詞,一般	japanese	13	Tracker/Design/Archive/Core/tasks-status.md:6; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:4; Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Tracker.DebugHost/README.md:1
由来	由来	ユライ	名詞,普通名詞,サ変可能	japanese	13	Tracker/Design/Core/tracker-architecture-plan.md:4; Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; Tracker/Tracker.CaptureReplay/README.md:1; Tracker/Tracker.DebugHost/README.md:1
安定	安定	アンテイ	名詞,普通名詞,サ変形状詞可能	japanese	12	Tracker/Design/Core/tracker-architecture-plan.md:7; Tracker/Design/Core/tracker-core-engine-detail-design.md:4; Tracker/Tracker.DebugHost/README.md:1
関係	関係	カンケイ	名詞,普通名詞,サ変可能	japanese	12	Tracker/Design/tasks-status.md:5; Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
継続	継続	ケイゾク	名詞,普通名詞,サ変可能	japanese	12	Tracker/Design/Core/tracker-core-engine-detail-design.md:6; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/tasks-status.md:1; Tracker/Tracker.DebugHost/README.md:1
欠落	欠落	ケツラク	名詞,普通名詞,サ変可能	japanese	12	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:6; Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Design/tasks-status.md:2; Tracker/Tracker.DebugHost/README.md:1
構造	構造	コウゾウ	名詞,普通名詞,一般	japanese	12	Tracker/Design/Core/tracker-architecture-plan.md:6; Tracker/Design/tasks-status.md:3; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1; tools/lint/README.md:1
最小	最小	サイショウ	名詞,普通名詞,一般	japanese	12	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:7; Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:1
最低限	最低限	サイテイゲン	名詞,普通名詞,一般	japanese	12	Tracker/Design/Core/tracker-architecture-plan.md:11; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
手動	手動	シュドウ	名詞,普通名詞,一般	japanese	12	Tracker/Design/tasks-status.md:4; Tracker/Design/Archive/Core/tasks-status.md:3; Tracker/Tracker.DebugHost/README.md:3; Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Core/tracker-architecture-plan.md:1
時間	時間	ジカン	名詞,普通名詞,助数詞可能	japanese	12	Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Tracker.DebugHost/README.md:3; Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/RuntimeHost/runtime-host-plan.md:2
先行	先行	センコウ	名詞,普通名詞,サ変可能	japanese	12	Tracker/Design/tasks-status.md:11; Tracker/Design/phases-status.md:1
単体テスト	単体テスト	タンタイテスト	名詞,普通名詞,一般	japanese	12	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:12
遅延	遅延	チエン	名詞,普通名詞,サ変可能	japanese	12	Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Design/tasks-status.md:3; Tracker/Design/phases-status.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1; Tracker/Tracker.CaptureReplay/README.md:1; Tracker/Tracker.DebugHost/README.md:1
通知	通知	ツウチ	名詞,普通名詞,サ変可能	japanese	12	Tracker/Design/Core/tracker-architecture-plan.md:7; Tracker/Design/DebugHost/debug-host-maintainability-design.md:2; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1; Tracker/Design/tasks-status.md:1
表記	表記	ヒョウキ	名詞,普通名詞,サ変可能	japanese	12	tools/lint/README.md:8; Tracker/Design/tasks-status.md:3; Tracker/Design/phases-status.md:1
標準	標準	ヒョウジュン	名詞,普通名詞,一般	japanese	12	Tracker/Design/Core/tracker-history-000-038.md:6; tools/lint/README.md:3; Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
ユーザー	ユーザー	ユーザー	名詞,普通名詞,一般	katakana	12	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:5; Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Tracker.DebugHost/README.md:1
両方	両方	リョウホウ	名詞,普通名詞,一般	japanese	12	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:3; Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; tools/lint/README.md:2; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
以降	以降	イコウ	名詞,普通名詞,副詞可能	japanese	11	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:4; Tracker/Design/tasks-status.md:3; Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
委譲	委譲	イジョウ	名詞,普通名詞,サ変可能	japanese	11	feedback-points/feedback-points.md:8; tools/lint/README.md:2; Tracker/Design/Core/tracker-history-000-038.md:1
一致	一致	イッチ	名詞,普通名詞,サ変可能	japanese	11	Tracker/Design/Core/tracker-architecture-plan.md:4; Tracker/Tracker.DebugHost/README.md:3; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
重ね合わせ	重ね合わせ	カサネアワセ	名詞,普通名詞,一般	japanese	11	Tracker/Design/Archive/DebugHost/tasks-status.md:6; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/Archive/Core/tasks-status.md:2
既定値	既定値	キテイチ	名詞,普通名詞,一般	japanese	11	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:3; Tracker/Design/RuntimeHost/runtime-host-plan.md:3; Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:2; Tracker/Tracker.DebugHost/README.md:1
高速	高速	コウソク	名詞,普通名詞,形状詞可能	japanese	11	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:4; Tracker/Design/tasks-status.md:3; Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/phases-status.md:1; Tracker/Tracker.DebugHost/README.md:1
固有	固有	コユウ	名詞,普通名詞,形状詞可能	japanese	11	Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Design/Archive/DebugHost/tasks-status.md:2; tools/lint/README.md:2; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1; Tracker/Design/tasks-status.md:1; Tracker/Tracker.DebugHost/README.md:1
仕様	仕様	シヨウ	名詞,普通名詞,一般	japanese	11	Tracker/Design/Core/tracker-architecture-plan.md:4; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/DebugHost/debug-host-maintainability-design.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/Core/tracker-history-000-038.md:1
辞書	辞書	ジショ	名詞,普通名詞,一般	japanese	11	tools/lint/README.md:7; Tracker/Design/tasks-status.md:3; Tracker/Design/phases-status.md:1
数値	数値	スウチ	名詞,普通名詞,一般	japanese	11	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:6; Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
設計書	設計書	セッケイショ	名詞,普通名詞,一般	japanese	11	Tracker/Design/Core/tracker-history-000-038.md:7; Tracker/Design/Core/tracker-architecture-plan.md:4
タスク	タスク	タスク	名詞,普通名詞,一般	katakana	11	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:6; Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
揺れ	揺れ	ユレ	名詞,普通名詞,一般	japanese	11	Tracker/Tracker.DebugHost/README.md:3; tools/lint/README.md:3; Tracker/Design/tasks-status.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/phases-status.md:1
意図	意図	イト	名詞,普通名詞,サ変可能	japanese	10	Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/DebugHost/debug-host-maintainability-design.md:2; Tracker/Design/tasks-status.md:2; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
片仮名	片仮名	カタカナ	名詞,普通名詞,一般	japanese	10	tools/lint/README.md:5; Tracker/Design/tasks-status.md:4; Tracker/Design/phases-status.md:1
可変	可変	カヘン	名詞,普通名詞,一般	japanese	10	Tracker/Design/Archive/Core/tasks-status.md:3; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/tasks-status.md:1; Tracker/Tracker.DebugHost/README.md:1
外出	外出	ガイシュツ	名詞,普通名詞,サ変可能	japanese	10	Tracker/Design/Core/tracker-architecture-plan.md:8; Tracker/Design/Core/tracker-history-000-038.md:2
共有	共有	キョウユウ	名詞,普通名詞,サ変可能	japanese	10	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:5; Tracker/Design/tasks-status.md:4; Tracker/Design/phases-status.md:1
現状	現状	ゲンジョウ	名詞,普通名詞,一般	japanese	10	Tracker/Design/Core/tracker-core-engine-detail-design.md:5; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:2; Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/Core/tracker-history-000-038.md:1
再読込	再読込	サイヨミコミ	名詞,普通名詞,一般	japanese	10	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:8; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Tracker.DebugHost/README.md:1
取得	取得	シュトク	名詞,普通名詞,サ変可能	japanese	10	Tracker/Design/Archive/DebugHost/tasks-status.md:4; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:3; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
資料	資料	シリョウ	名詞,普通名詞,一般	japanese	10	Tracker/Design/tasks-status.md:6; Tracker/Design/RuntimeHost/runtime-host-plan.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:1; Tracker/Design/phases-status.md:1
付け	付け	ツケ	名詞,普通名詞,一般	japanese	10	Tracker/Design/Core/tracker-architecture-plan.md:7; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/Archive/Core/tasks-status.md:1
定義	定義	テイギ	名詞,普通名詞,サ変可能	japanese	10	Tracker/Tracker.DebugHost/README.md:4; Tracker/Design/Core/tracker-history-000-038.md:2; AGENTS.md:1; Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
提出	提出	テイシュツ	名詞,普通名詞,サ変可能	japanese	10	Tracker/Design/tasks-status.md:8; Tracker/Design/phases-status.md:2
登録	登録	トウロク	名詞,普通名詞,サ変可能	japanese	10	Tracker/Design/tasks-status.md:6; Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1; tools/lint/README.md:1
早送り	早送り	ハヤオクリ	名詞,普通名詞,サ変可能	japanese	10	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:5; Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
判断	判断	ハンダン	名詞,普通名詞,サ変可能	japanese	10	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:4; Tracker/Design/tasks-status.md:2; feedback-points/feedback-points.md:2; AGENTS.md:1; Tracker/Tracker.DebugHost/README.md:1
必須	必須	ヒッス	名詞,普通名詞,形状詞可能	japanese	10	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:6; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Design/tasks-status.md:1; tools/lint/README.md:1
頻度	頻度	ヒンド	名詞,普通名詞,一般	japanese	10	Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/tasks-status.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Tracker.DebugHost/README.md:1; tools/lint/README.md:1
レビュー	レビュー	レビュー	名詞,普通名詞,サ変可能	katakana	10	Tracker/Design/Core/tracker-history-000-038.md:7; README.md:1; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
運用	運用	ウンヨウ	名詞,普通名詞,サ変可能	japanese	9	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:5; Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-history-000-038.md:1
英単語	英単語	エイタンゴ	名詞,普通名詞,一般	japanese	9	Tracker/Design/tasks-status.md:4; tools/lint/README.md:4; Tracker/Design/phases-status.md:1
欠測	欠測	ケッソク	名詞,普通名詞,一般	japanese	9	Tracker/Design/Core/tracker-architecture-plan.md:7; Tracker/Design/Core/tracker-history-000-038.md:2
削除	削除	サクジョ	名詞,普通名詞,サ変可能	japanese	9	Tracker/Design/Core/tracker-architecture-plan.md:4; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; tools/lint/README.md:1
瞬間	瞬間	シュンカン	名詞,普通名詞,副詞可能	japanese	9	Tracker/Design/Archive/DebugHost/tasks-status.md:6; Tracker/Design/Archive/Core/tasks-status.md:3
自体	自体	ジタイ	名詞,普通名詞,一般	japanese	9	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
